method,setting,budget,trial,recall,precision,invalid_rate,candidate_calls,audit_calls
adaptive_greedy,label_K10_min60,800,22,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,23,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,23,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,23,0.25,1.0,1.0,400,400
adaptive_greedy,label_K10_min60,800,23,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,24,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,24,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,24,0.25,1.0,0.5,400,400
adaptive_greedy,label_K10_min60,800,24,0.25,0.5,0.5,775,25
candidate_only,label_K10_min60,800,25,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,25,0.25,0.5,0.75,640,160
fixed_mix_50_50,label_K10_min60,800,25,0.25,1.0,0.5,400,400
adaptive_greedy,label_K10_min60,800,25,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,26,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,26,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,26,0.25,1.0,1.0,400,400
adaptive_greedy,label_K10_min60,800,26,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,27,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,27,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,27,0.25,1.0,0.5,400,400
adaptive_greedy,label_K10_min60,800,27,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,28,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,28,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,28,0.25,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min60,800,28,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,29,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,29,0.25,0.6666666666666666,1.0,640,160
fixed_mix_50_50,label_K10_min60,800,29,0.25,0.6666666666666666,0.6666666666666666,400,400
adaptive_greedy,label_K10_min60,800,29,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,1200,0,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,0,0.5,0.8,0.8,960,240
fixed_mix_50_50,label_K10_min60,1200,0,0.25,0.6666666666666666,1.0,600,600
adaptive_greedy,label_K10_min60,1200,0,0.625,0.8333333333333334,0.8333333333333334,1175,25
candidate_only,label_K10_min60,1200,1,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,1,0.5,0.8,0.8,960,240
fixed_mix_50_50,label_K10_min60,1200,1,0.25,0.6666666666666666,1.0,600,600
adaptive_greedy,label_K10_min60,1200,1,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,2,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,2,0.5,0.8,0.8,960,240
fixed_mix_50_50,label_K10_min60,1200,2,0.25,0.6666666666666666,0.6666666666666666,600,600
adaptive_greedy,label_K10_min60,1200,2,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,3,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,3,0.5,0.8,1.0,960,240
fixed_mix_50_50,label_K10_min60,1200,3,0.25,0.6666666666666666,1.0,600,600
adaptive_greedy,label_K10_min60,1200,3,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,4,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,4,0.375,0.6,1.0,960,240
fixed_mix_50_50,label_K10_min60,1200,4,0.25,0.5,0.75,600,600
adaptive_greedy,label_K10_min60,1200,4,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,5,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,5,0.375,0.6,0.8,960,240
fixed_mix_50_50,label_K10_min60,1200,5,0.25,0.6666666666666666,0.6666666666666666,600,600
adaptive_greedy,label_K10_min60,1200,5,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,6,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,6,0.375,0.6,1.0,960,240
fixed_mix_50_50,label_K10_min60,1200,6,0.25,0.6666666666666666,1.0,600,600
adaptive_greedy,label_K10_min60,1200,6,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,7,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,7,0.375,0.5,0.6666666666666666,960,240
fixed_mix_50_50,label_K10_min60,1200,7,0.25,0.6666666666666666,1.0,600,600
adaptive_greedy,label_K10_min60,1200,7,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,8,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,8,0.5,0.8,1.0,960,240
fixed_mix_50_50,label_K10_min60,1200,8,0.25,0.6666666666666666,1.0,600,600
adaptive_greedy,label_K10_min60,1200,8,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,9,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,9,0.375,0.6,0.8,960,240
fixed_mix_50_50,label_K10_min60,1200,9,0.25,0.6666666666666666,0.6666666666666666,600,600
adaptive_greedy,label_K10_min60,1200,9,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,10,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,10,0.5,0.6666666666666666,0.6666666666666666,960,240
fixed_mix_50_50,label_K10_min60,1200,10,0.25,0.6666666666666666,0.6666666666666666,600,600
adaptive_greedy,label_K10_min60,1200,10,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,11,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,11,0.5,0.8,1.0,960,240
fixed_mix_50_50,label_K10_min60,1200,11,0.25,0.5,0.5,600,600
adaptive_greedy,label_K10_min60,1200,11,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,12,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,12,0.375,0.6,0.8,960,240
fixed_mix_50_50,label_K10_min60,1200,12,0.25,0.5,0.5,600,600
adaptive_greedy,label_K10_min60,1200,12,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,13,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,13,0.375,0.6,0.8,960,240
fixed_mix_50_50,label_K10_min60,1200,13,0.25,0.5,0.5,600,600
adaptive_greedy,label_K10_min60,1200,13,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,14,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,14,0.375,0.6,0.8,960,240
fixed_mix_50_50,label_K10_min60,1200,14,0.25,0.5,0.75,600,600
adaptive_greedy,label_K10_min60,1200,14,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,15,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,15,0.5,0.8,0.8,960,240
fixed_mix_50_50,label_K10_min60,1200,15,0.25,0.5,0.5,600,600
adaptive_greedy,label_K10_min60,1200,15,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,16,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,16,0.5,0.8,0.8,960,240
fixed_mix_50_50,label_K10_min60,1200,16,0.25,0.6666666666666666,1.0,600,600
adaptive_greedy,label_K10_min60,1200,16,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,17,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,17,0.5,0.8,1.0,960,240
fixed_mix_50_50,label_K10_min60,1200,17,0.25,0.6666666666666666,1.0,600,600
adaptive_greedy,label_K10_min60,1200,17,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,18,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,18,0.5,0.6666666666666666,0.8333333333333334,960,240
fixed_mix_50_50,label_K10_min60,1200,18,0.25,0.6666666666666666,1.0,600,600
adaptive_greedy,label_K10_min60,1200,18,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,19,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,19,0.5,0.8,0.8,960,240
fixed_mix_50_50,label_K10_min60,1200,19,0.25,0.6666666666666666,1.0,600,600
adaptive_greedy,label_K10_min60,1200,19,0.625,0.8333333333333334,0.8333333333333334,1175,25
candidate_only,label_K10_min60,1200,20,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,20,0.5,0.8,0.8,960,240
fixed_mix_50_50,label_K10_min60,1200,20,0.25,0.5,0.5,600,600
adaptive_greedy,label_K10_min60,1200,20,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,21,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,21,0.375,0.6,0.8,960,240
fixed_mix_50_50,label_K10_min60,1200,21,0.25,0.6666666666666666,1.0,600,600
adaptive_greedy,label_K10_min60,1200,21,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,22,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,22,0.5,0.6666666666666666,0.6666666666666666,960,240
fixed_mix_50_50,label_K10_min60,1200,22,0.25,0.5,0.75,600,600
adaptive_greedy,label_K10_min60,1200,22,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,23,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,23,0.5,0.8,0.8,960,240
fixed_mix_50_50,label_K10_min60,1200,23,0.25,0.6666666666666666,0.6666666666666666,600,600
adaptive_greedy,label_K10_min60,1200,23,0.625,0.8333333333333334,0.8333333333333334,1175,25
candidate_only,label_K10_min60,1200,24,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,24,0.5,0.8,0.8,960,240
fixed_mix_50_50,label_K10_min60,1200,24,0.25,0.6666666666666666,1.0,600,600
adaptive_greedy,label_K10_min60,1200,24,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,25,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,25,0.375,0.5,0.6666666666666666,960,240
fixed_mix_50_50,label_K10_min60,1200,25,0.25,0.5,1.0,600,600
adaptive_greedy,label_K10_min60,1200,25,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,26,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,26,0.5,0.6666666666666666,0.6666666666666666,960,240
fixed_mix_50_50,label_K10_min60,1200,26,0.25,0.6666666666666666,0.6666666666666666,600,600
adaptive_greedy,label_K10_min60,1200,26,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,27,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,27,0.375,0.6,0.8,960,240
fixed_mix_50_50,label_K10_min60,1200,27,0.25,0.5,0.75,600,600
adaptive_greedy,label_K10_min60,1200,27,0.625,0.8333333333333334,0.8333333333333334,1175,25
candidate_only,label_K10_min60,1200,28,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,28,0.5,0.8,0.8,960,240
fixed_mix_50_50,label_K10_min60,1200,28,0.25,0.6666666666666666,1.0,600,600
adaptive_greedy,label_K10_min60,1200,28,0.625,0.8333333333333334,0.6666666666666666,1175,25
candidate_only,label_K10_min60,1200,29,0.625,0.8333333333333334,0.6666666666666666,1200,0
fixed_mix_80_20,label_K10_min60,1200,29,0.5,0.6666666666666666,0.6666666666666666,960,240
fixed_mix_50_50,label_K10_min60,1200,29,0.25,0.6666666666666666,1.0,600,600
adaptive_greedy,label_K10_min60,1200,29,0.625,0.8333333333333334,0.6666666666666666,1175,25
