unit_id,relative_start_time,relative_end_time,absolute_start_time,absolute_end_time,absolute_center_time,source_path,source_sha256,requested_relative_timestamp_seconds,decoded_frame_sha256,checkpoint_path,checkpoint_sha256
35,350.0,360.0,350.0,360.0,355.0,/qiuyeqing/llama_prl/G-ARC/experiments/roadclip_budget_v2/roadclip_budget_v2/scene_windows/realcartest_win00035_s000350000ms_e000360000ms.mp4,5946132d714f0411fc4ae825482a53e09c817bba3fd9c921a7505719cf0b6b21,5.0,0c5b485340c2b138043ca7cded155d6780527d0c666258907a0a80c651ef9059,BSEC_AQP_Development_Gate_v1/outputs/confirmatory/clip_inference/checkpoints/unit_0035.json,abf7e3beebf9a2a8408f8c8bbed148108321f4c5f25ab60e8837fb14cd4d579a
36,360.0,370.0,360.0,370.0,365.0,/qiuyeqing/llama_prl/G-ARC/experiments/roadclip_budget_v2/roadclip_budget_v2/scene_windows/realcartest_win00036_s000360000ms_e000370000ms.mp4,99103e8f2914df5ce96f1ad7c8dc15082e88d97beacfd8fb0278d720342cc9c4,5.0,408a5c72c0b57d68e3d24194ac7bf0b9977605265f83e8c949356d4f89921942,BSEC_AQP_Development_Gate_v1/outputs/confirmatory/clip_inference/checkpoints/unit_0036.json,2ba2d6f3415ef6534d74899f6303d769ce3e38b62512d82a5db7ffd0055ff71b
37,370.0,380.0,370.0,380.0,375.0,/qiuyeqing/llama_prl/G-ARC/experiments/roadclip_budget_v2/roadclip_budget_v2/scene_windows/realcartest_win00037_s000370000ms_e000380000ms.mp4,ef39a4ca84c244ead297e013c23e5774c7a33b5f892436ae8931e9da755ab5c1,5.0,9e9f7d1508f09994a6ea3e1ed56672bbcfb378ce9e02f4196b378d4712d228f7,BSEC_AQP_Development_Gate_v1/outputs/confirmatory/clip_inference/checkpoints/unit_0037.json,e744c3f565af36eb5d8f3aaa02f4b8743e6da349e86c61ec2354981746948dcc
38,380.0,390.0,380.0,390.0,385.0,/qiuyeqing/llama_prl/G-ARC/experiments/roadclip_budget_v2/roadclip_budget_v2/scene_windows/realcartest_win00038_s000380000ms_e000390000ms.mp4,2371cb1ace67783715facb10ffdf7a407071f14bc231b2cd722174a7976482b2,5.0,6a2630a68dd4a8aebf0b26ef9f6fd4c6e4aa4be2084a3f33d4141eb214212e56,BSEC_AQP_Development_Gate_v1/outputs/confirmatory/clip_inference/checkpoints/unit_0038.json,60a804c429e00cbf0fc0cf89a0d4b586643b4157bbe42110b2758a7b56e09f87
39,390.0,400.0,390.0,400.0,395.0,/qiuyeqing/llama_prl/G-ARC/experiments/roadclip_budget_v2/roadclip_budget_v2/scene_windows/realcartest_win00039_s000390000ms_e000400000ms.mp4,39319ec1143d466231be590381fb42eb1265658c5dd5725603846656e052f04c,5.0,8c169b0d6800970e7c926937d7080cf730d6ac26af14334b60f35f5f1f4d2e96,BSEC_AQP_Development_Gate_v1/outputs/confirmatory/clip_inference/checkpoints/unit_0039.json,dea40fc8c5adc671479fd27a9ea9ec6195f8660975c8985ae602371ba6a67c80
40,400.0,410.0,400.0,410.0,405.0,/qiuyeqing/llama_prl/G-ARC/experiments/roadclip_budget_v2/roadclip_budget_v2/scene_windows/realcartest_win00040_s000400000ms_e000410000ms.mp4,c0c38dac6f63bb4c8b3f4b0c3706f8f04aa5c28b1a44262a5d00b53bec5113d9,5.0,e142776a28cc54d33d76592639e968d400ba4cea904665b42b41e064ba1b762a,BSEC_AQP_Development_Gate_v1/outputs/confirmatory/clip_inference/checkpoints/unit_0040.json,7a5999779f95a6bef39950e3d49a5688efff0a5ae0934df5c6c6d0d90e80a4a8
41,410.0,420.0,410.0,420.0,415.0,/qiuyeqing/llama_prl/G-ARC/experiments/roadclip_budget_v2/roadclip_budget_v2/scene_windows/realcartest_win00041_s000410000ms_e000420000ms.mp4,f5ac290f554795d488f69e24142c6a7ab9776de6f14e9cc5e63c49d7a654f1b5,5.0,f6ff235f58f5af64adb0ac472dec449f7922c5af03b747abe4660178300cb116,BSEC_AQP_Development_Gate_v1/outputs/confirmatory/clip_inference/checkpoints/unit_0041.json,82957724e303d3e9878cbb0b2efb3cca7f108aadc2e24bece62a43427fb3decc
42,420.0,430.0,420.0,430.0,425.0,/qiuyeqing/llama_prl/G-ARC/experiments/roadclip_budget_v2/roadclip_budget_v2/scene_windows/realcartest_win00042_s000420000ms_e000430000ms.mp4,917efc3dec62cd5caec87b3c172cd8136fb9ef4eecd102a8801435d7a80929b9,5.0,9140530c65927862d680a425d2f1981d33e298935a957b2748905af62b68062c,BSEC_AQP_Development_Gate_v1/outputs/confirmatory/clip_inference/checkpoints/unit_0042.json,dc7e646437f7cc7798f17d3a9c6919a7a41b5adec89287aeaf0fc5ae1528e0c4
43,430.0,440.0,430.0,440.0,435.0,/qiuyeqing/llama_prl/G-ARC/experiments/roadclip_budget_v2/roadclip_budget_v2/scene_windows/realcartest_win00043_s000430000ms_e000440000ms.mp4,0d7b6be4bf2512eedf01fdf580131e08f556a7299dc8a112e83b96c90366eb0a,5.0,4cb8a0d0d4cb43f14c5840970e5e7649b9815f92f5c26397eebf087c42a74f8d,BSEC_AQP_Development_Gate_v1/outputs/confirmatory/clip_inference/checkpoints/unit_0043.json,e20c94d78de42da9d241f9c02a72679bef3776ba8dc02bf346f8fe2b7195a0ce
44,440.0,450.0,440.0,450.0,445.0,/qiuyeqing/llama_prl/G-ARC/experiments/roadclip_budget_v2/roadclip_budget_v2/scene_windows/realcartest_win00044_s000440000ms_e000450000ms.mp4,a8db040545fe8fc4326053d65390dc2268b8a2df6ba6714affea21ec442632f6,5.0,b2e6a822d730d9252a4f0633eaf2ebd38ca9bb525f37417e12c38f4a2c6b6509,BSEC_AQP_Development_Gate_v1/outputs/confirmatory/clip_inference/checkpoints/unit_0044.json,01641a1981a07d49e4b81c879a0e9389c9535f3dc5555e74f4a7ac024803d5b0
