mode,width_mode,scenario,planner,budget,runs,missing_mass_fraction_mean,missing_mass_fraction_std,missing_mass_fraction_p025,missing_mass_fraction_p975,found_positive_bins_mean,found_positive_bins_std,found_positive_bins_p025,found_positive_bins_p975,audit_calls_mean,audit_calls_std,audit_calls_p025,audit_calls_p975,discover_calls_mean,discover_calls_std,discover_calls_p025,discover_calls_p975,repair_calls_mean,repair_calls_std,repair_calls_p025,repair_calls_p975,phi_upper_missing_mass_mean,phi_upper_missing_mass_std,phi_upper_missing_mass_p025,phi_upper_missing_mass_p975,phi_true_missing_mass_mean,phi_true_missing_mass_std,phi_true_missing_mass_p025,phi_true_missing_mass_p975
probe,narrow,wrong,sd_aqp,20,120,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,23.963540,6.086344,16.129032,40.837585,1.000000,0.000000,1.000000,1.000000
probe,narrow,wrong,sd_aqp,40,120,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,23.963540,6.086344,16.129032,40.837585,1.000000,0.000000,1.000000,1.000000
probe,wide,none,sd_aqp,20,120,0.990514,0.004042,0.980702,0.997587,4.608333,2.122482,1.000000,9.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,4.351933,1.215626,2.924969,6.739611,0.990514,0.004042,0.980702,0.997587
probe,wide,none,sd_aqp,40,120,0.981228,0.006045,0.969588,0.991668,9.141667,3.519697,3.000000,16.025000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,4.342647,1.215721,2.913296,6.736241,0.981228,0.006045,0.969588,0.991668
probe,wide,strong,sd_aqp,20,120,0.956664,0.009278,0.939342,0.971556,19.991667,0.090906,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,4.292527,0.920679,2.816003,6.005172,0.956664,0.009278,0.939342,0.971556
probe,wide,strong,sd_aqp,40,120,0.913305,0.018576,0.878683,0.943111,39.991667,0.090906,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,4.249168,0.911379,2.787559,5.944514,0.913305,0.018576,0.878683,0.943111
probe,wide,weak,sd_aqp,20,120,0.967708,0.006888,0.951196,0.977794,15.083333,2.293408,9.975000,19.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,4.381362,1.325646,2.800703,7.963033,0.967708,0.006888,0.951196,0.977794
probe,wide,weak,sd_aqp,40,120,0.938558,0.011205,0.914605,0.954888,28.800000,4.038564,19.975000,36.000000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,4.352212,1.321831,2.778081,7.923118,0.938558,0.011205,0.914605,0.954888
probe,wide,wrong,sd_aqp,20,120,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,4.305948,1.002669,2.904829,6.547374,1.000000,0.000000,1.000000,1.000000
probe,wide,wrong,sd_aqp,40,120,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,4.305948,1.002669,2.904829,6.547374,1.000000,0.000000,1.000000,1.000000
trust_prior,isolated,none,sd_aqp,80,9,0.862236,0.061793,0.744318,0.927436,2.444444,0.496904,2.000000,3.000000,0.000000,0.000000,0.000000,0.000000,80.000000,0.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,108.489522,30.350998,72.491154,170.198864,0.862236,0.061793,0.744318,0.927436
trust_prior,isolated,none,sd_aqp,120,9,0.852114,0.056895,0.744318,0.926646,2.666667,0.471405,2.000000,3.000000,0.000000,0.000000,0.000000,0.000000,120.000000,0.000000,120.000000,120.000000,0.000000,0.000000,0.000000,0.000000,108.479400,30.356771,72.482459,170.198864,0.852114,0.056895,0.744318,0.926646
trust_prior,isolated,none,sd_aqp,160,9,0.819820,0.109411,0.589305,0.926646,3.111111,0.993808,2.000000,4.800000,0.000000,0.000000,0.000000,0.000000,160.000000,0.000000,160.000000,160.000000,0.000000,0.000000,0.000000,0.000000,108.447107,30.307805,72.482459,170.053409,0.819820,0.109411,0.589305,0.926646
trust_prior,isolated,strong,sd_aqp,80,120,0.122515,0.085641,0.000000,0.307692,16.008333,3.884790,8.000000,23.075000,0.000000,0.000000,0.000000,0.000000,80.000000,0.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,114.799318,27.990650,73.190278,181.634773,0.122515,0.085641,0.000000,0.307692
trust_prior,isolated,strong,sd_aqp,120,120,0.082086,0.066268,0.000000,0.230769,16.733333,3.963865,9.975000,25.025000,0.000000,0.000000,0.000000,0.000000,120.000000,0.000000,120.000000,120.000000,0.000000,0.000000,0.000000,0.000000,114.758889,27.983678,73.081944,181.363864,0.082086,0.066268,0.000000,0.230769
trust_prior,isolated,strong,sd_aqp,160,120,0.058733,0.055995,0.000000,0.190714,17.166667,4.025612,9.975000,25.050000,0.000000,0.000000,0.000000,0.000000,160.000000,0.000000,160.000000,160.000000,0.000000,0.000000,0.000000,0.000000,114.735536,27.986474,73.081052,181.363864,0.058733,0.055995,0.000000,0.190714
trust_prior,isolated,weak,sd_aqp,80,79,0.772158,0.074740,0.634545,0.889444,4.050633,1.533580,2.000000,8.000000,0.000000,0.000000,0.000000,0.000000,80.000000,0.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,117.364632,28.901925,73.777778,182.534545,0.772158,0.074740,0.634545,0.889444
trust_prior,isolated,weak,sd_aqp,120,79,0.714818,0.082222,0.538009,0.875694,5.101266,1.839062,2.000000,9.050000,0.000000,0.000000,0.000000,0.000000,120.000000,0.000000,120.000000,120.000000,0.000000,0.000000,0.000000,0.000000,117.307292,28.908580,73.738889,182.534545,0.714818,0.082222,0.538009,0.875694
trust_prior,isolated,weak,sd_aqp,160,79,0.666814,0.092984,0.473077,0.833333,5.962025,2.015403,2.950000,10.000000,0.000000,0.000000,0.000000,0.000000,160.000000,0.000000,160.000000,160.000000,0.000000,0.000000,0.000000,0.000000,117.259289,28.912046,73.738889,182.448182,0.666814,0.092984,0.473077,0.833333
trust_prior,narrow,none,sd_aqp,80,61,0.950004,0.016870,0.912566,0.979696,4.557377,1.788163,2.000000,9.000000,0.000000,0.000000,0.000000,0.000000,80.000000,0.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,22.976131,6.584423,14.736164,39.538431,0.950004,0.016870,0.912566,0.979696
trust_prior,narrow,none,sd_aqp,120,61,0.928603,0.024641,0.878169,0.965215,6.573770,2.676302,2.500000,12.000000,0.000000,0.000000,0.000000,0.000000,120.000000,0.000000,120.000000,120.000000,0.000000,0.000000,0.000000,0.000000,22.954730,6.585037,14.710453,39.508824,0.928603,0.024641,0.878169,0.965215
trust_prior,narrow,none,sd_aqp,160,61,0.910652,0.028906,0.840336,0.954677,8.180328,3.038055,4.000000,14.500000,0.000000,0.000000,0.000000,0.000000,160.000000,0.000000,160.000000,160.000000,0.000000,0.000000,0.000000,0.000000,22.936780,6.582003,14.706804,39.479020,0.910652,0.028906,0.840336,0.954677
trust_prior,narrow,strong,sd_aqp,80,120,0.270576,0.072043,0.146000,0.413344,61.158333,9.974965,35.875000,75.000000,0.000000,0.000000,0.000000,0.000000,80.000000,0.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,24.363582,8.262249,15.373955,49.135321,0.270576,0.072043,0.146000,0.413344
trust_prior,narrow,strong,sd_aqp,120,120,0.156811,0.051068,0.074613,0.256910,71.475000,14.373565,36.925000,96.075000,0.000000,0.000000,0.000000,0.000000,120.000000,0.000000,120.000000,120.000000,0.000000,0.000000,0.000000,0.000000,24.249817,8.288284,15.182091,49.109022,0.156811,0.051068,0.074613,0.256910
trust_prior,narrow,strong,sd_aqp,160,120,0.103754,0.038817,0.036103,0.177833,76.241667,16.374775,37.950000,111.000000,0.000000,0.000000,0.000000,0.000000,160.000000,0.000000,160.000000,160.000000,0.000000,0.000000,0.000000,0.000000,24.196760,8.296053,15.086625,49.084006,0.103754,0.038817,0.036103,0.177833
trust_prior,narrow,weak,sd_aqp,80,120,0.824581,0.040682,0.740196,0.889922,14.850000,4.621778,5.975000,24.000000,0.000000,0.000000,0.000000,0.000000,80.000000,0.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,25.155668,7.705323,15.453836,44.402992,0.824581,0.040682,0.740196,0.889922
trust_prior,narrow,weak,sd_aqp,120,120,0.765796,0.043988,0.681955,0.847042,19.833333,5.961450,8.975000,34.000000,0.000000,0.000000,0.000000,0.000000,120.000000,0.000000,120.000000,120.000000,0.000000,0.000000,0.000000,0.000000,25.096884,7.703249,15.406441,44.292955,0.765796,0.043988,0.681955,0.847042
trust_prior,narrow,weak,sd_aqp,160,120,0.714801,0.044003,0.623281,0.795466,24.233333,7.071932,11.000000,40.025000,0.000000,0.000000,0.000000,0.000000,160.000000,0.000000,160.000000,160.000000,0.000000,0.000000,0.000000,0.000000,25.045889,7.705959,15.351993,44.226250,0.714801,0.044003,0.623281,0.795466
trust_prior,wide,none,sd_aqp,80,119,0.961743,0.008847,0.943731,0.977022,18.613445,5.555086,7.950000,28.100000,0.000000,0.000000,0.000000,0.000000,80.000000,0.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,4.303225,1.200752,2.892381,6.583177,0.961743,0.008847,0.943731,0.977022
trust_prior,wide,none,sd_aqp,120,119,0.941063,0.011297,0.915746,0.962034,28.705882,8.040186,16.000000,45.000000,0.000000,0.000000,0.000000,0.000000,120.000000,0.000000,120.000000,120.000000,0.000000,0.000000,0.000000,0.000000,4.282545,1.200796,2.863383,6.559662,0.941063,0.011297,0.915746,0.962034
trust_prior,wide,none,sd_aqp,160,119,0.920473,0.012046,0.893244,0.941665,38.840336,10.289085,19.850000,60.100000,0.000000,0.000000,0.000000,0.000000,160.000000,0.000000,160.000000,160.000000,0.000000,0.000000,0.000000,0.000000,4.261955,1.201352,2.844559,6.539456,0.920473,0.012046,0.893244,0.941665
trust_prior,wide,strong,sd_aqp,80,120,0.826688,0.037108,0.757367,0.886222,79.950000,0.217945,79.000000,80.000000,0.000000,0.000000,0.000000,0.000000,80.000000,0.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,4.162551,0.892850,2.730670,5.823197,0.826688,0.037108,0.757367,0.886222
trust_prior,wide,strong,sd_aqp,120,120,0.740504,0.055175,0.636050,0.829333,119.741667,0.524338,118.975000,120.000000,0.000000,0.000000,0.000000,0.000000,120.000000,0.000000,120.000000,120.000000,0.000000,0.000000,0.000000,0.000000,4.076367,0.874794,2.673781,5.701881,0.740504,0.055175,0.636050,0.829333
trust_prior,wide,strong,sd_aqp,160,120,0.654812,0.072752,0.516240,0.772444,159.333333,0.942809,157.000000,160.000000,0.000000,0.000000,0.000000,0.000000,160.000000,0.000000,160.000000,160.000000,0.000000,0.000000,0.000000,0.000000,3.990675,0.857236,2.616892,5.586552,0.654812,0.072752,0.516240,0.772444
trust_prior,wide,weak,sd_aqp,80,120,0.887526,0.017140,0.845105,0.911924,53.141667,8.298891,34.950000,65.025000,0.000000,0.000000,0.000000,0.000000,80.000000,0.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,4.301180,1.317365,2.727467,7.850987,0.887526,0.017140,0.845105,0.911924
trust_prior,wide,weak,sd_aqp,120,120,0.841590,0.020602,0.792624,0.870515,75.166667,12.363477,45.975000,94.025000,0.000000,0.000000,0.000000,0.000000,120.000000,0.000000,120.000000,120.000000,0.000000,0.000000,0.000000,0.000000,4.255244,1.314483,2.689179,7.806969,0.841590,0.020602,0.792624,0.870515
trust_prior,wide,weak,sd_aqp,160,120,0.798933,0.023461,0.746585,0.837032,95.641667,16.239251,58.950000,120.025000,0.000000,0.000000,0.000000,0.000000,160.000000,0.000000,160.000000,160.000000,0.000000,0.000000,0.000000,0.000000,4.212587,1.311592,2.652475,7.766953,0.798933,0.023461,0.746585,0.837032
