dataset,method,method_variant,seed,budget,exact_oracle_calls,selected_positive_units,selected_distinct_reference_events,positive_duplicate_burden,event_precision,event_recall,event_f1,event_count_error,predicted_event_count,reference_event_count,tiou_03,tiou_05,matched_mean_iou,overmerge,oversplit,returned_seconds,overcoverage_ratio,event_recall_per_returned_minute
development,random,uniform_nested,51,50,50.0,6.0,6.0,0.0,1.0,0.23076923076923078,0.375,20.0,6.0,26.0,0.11538461538461539,0.11538461538461539,0.5022897196261713,0.0,0.0,60.0,0.4048582995951461,0.23076923076923078
development,random,uniform_nested,51,80,80.0,9.0,8.0,1.0,1.0,0.3076923076923077,0.47058823529411764,18.0,8.0,26.0,0.11538461538461539,0.11538461538461539,0.3510093269754107,0.0,0.0,90.0,0.6072874493927192,0.20512820512820515
development,random,uniform_nested,51,100,100.0,12.0,10.0,2.0,1.0,0.38461538461538464,0.5555555555555556,16.0,10.0,26.0,0.11538461538461539,0.11538461538461539,0.25134951765509195,0.0,0.0,120.0,0.8097165991902922,0.19230769230769232
development,random,uniform_nested,52,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,52,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,52,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,52,50,50.0,4.0,4.0,0.0,1.0,0.15384615384615385,0.2666666666666667,22.0,4.0,26.0,0.038461538461538464,0.038461538461538464,0.29962379413774315,0.0,0.0,40.0,0.26990553306343074,0.23076923076923078
development,random,uniform_nested,52,80,80.0,5.0,4.0,1.0,0.8,0.15384615384615385,0.25806451612903225,21.0,5.0,26.0,0.038461538461538464,0.038461538461538464,0.29962379413774315,0.0,1.0,50.0,0.3373819163292884,0.18461538461538463
development,random,uniform_nested,52,100,100.0,7.0,6.0,1.0,0.8571428571428571,0.23076923076923078,0.36363636363636365,19.0,7.0,26.0,0.038461538461538464,0.038461538461538464,0.22308252942515605,0.0,1.0,70.0,0.4723346828610038,0.1978021978021978
development,random,uniform_nested,53,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,53,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,53,20,20.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.07000000000000454,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,53,50,50.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.07000000000000454,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,53,80,80.0,5.0,4.0,1.0,0.8,0.15384615384615385,0.25806451612903225,21.0,5.0,26.0,0.0,0.0,0.08347893432465694,0.0,1.0,50.0,0.3373819163292884,0.18461538461538463
development,random,uniform_nested,53,100,100.0,7.0,5.0,2.0,0.7142857142857143,0.19230769230769232,0.30303030303030304,19.0,7.0,26.0,0.0,0.0,0.08078314745972645,0.0,2.0,70.0,0.4723346828610038,0.16483516483516483
development,random,uniform_nested,54,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.038461538461538464,0.038461538461538464,0.9345794392523523,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,54,10,10.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.038461538461538464,0.038461538461538464,0.5022897196261784,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,54,20,20.0,4.0,4.0,0.0,1.0,0.15384615384615385,0.2666666666666667,22.0,4.0,26.0,0.038461538461538464,0.038461538461538464,0.2773948598130824,0.0,0.0,40.0,0.26990553306343074,0.23076923076923078
development,random,uniform_nested,54,50,50.0,6.0,6.0,0.0,1.0,0.23076923076923078,0.375,20.0,6.0,26.0,0.038461538461538464,0.038461538461538464,0.19659657320872045,0.0,0.0,60.0,0.4048582995951461,0.23076923076923078
development,random,uniform_nested,54,80,80.0,6.0,6.0,0.0,1.0,0.23076923076923078,0.375,20.0,6.0,26.0,0.038461538461538464,0.038461538461538464,0.19659657320872045,0.0,0.0,60.0,0.4048582995951461,0.23076923076923078
development,random,uniform_nested,54,100,100.0,9.0,9.0,0.0,1.0,0.34615384615384615,0.5142857142857142,17.0,9.0,26.0,0.038461538461538464,0.038461538461538464,0.1603883529501026,0.0,0.0,90.0,0.6072874493927192,0.23076923076923075
development,random,uniform_nested,55,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.07000000000000454,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,55,10,10.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.052500000000003405,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,55,20,20.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.0,0.0,0.046666666666665906,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,55,50,50.0,5.0,5.0,0.0,1.0,0.19230769230769232,0.32258064516129037,21.0,5.0,26.0,0.0,0.0,0.048999999999998635,0.0,0.0,50.0,0.3373819163292884,0.23076923076923078
development,random,uniform_nested,55,80,80.0,8.0,8.0,0.0,1.0,0.3076923076923077,0.47058823529411764,18.0,8.0,26.0,0.038461538461538464,0.038461538461538464,0.1649474299065415,0.0,0.0,80.0,0.5398110661268615,0.23076923076923078
development,random,uniform_nested,55,100,100.0,9.0,9.0,0.0,1.0,0.34615384615384615,0.5142857142857142,17.0,9.0,26.0,0.038461538461538464,0.038461538461538464,0.15439771547248182,0.0,0.0,90.0,0.6072874493927192,0.23076923076923075
development,random,uniform_nested,56,5,5.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.07945786864931957,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,56,10,10.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.07945786864931957,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,56,20,20.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.0,0.0,0.07630524576621456,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,56,50,50.0,6.0,4.0,2.0,1.0,0.15384615384615385,0.2666666666666667,22.0,4.0,26.0,0.038461538461538464,0.038461538461538464,0.23070786864931558,0.0,0.0,60.0,0.4048582995951461,0.15384615384615385
development,random,uniform_nested,56,80,80.0,10.0,7.0,3.0,0.875,0.2692307692307692,0.411764705882353,18.0,8.0,26.0,0.038461538461538464,0.038461538461538464,0.1618330677996076,0.0,1.0,100.0,0.6747638326585768,0.16153846153846152
development,random,uniform_nested,56,100,100.0,14.0,11.0,3.0,0.9166666666666666,0.4230769230769231,0.5789473684210527,14.0,12.0,26.0,0.038461538461538464,0.038461538461538464,0.12525740678156735,0.0,1.0,140.0,0.9446693657220075,0.1813186813186813
development,random,uniform_nested,57,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.07000000000000454,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,57,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.07000000000000454,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,57,20,20.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.07000000000000454,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,57,50,50.0,5.0,5.0,0.0,1.0,0.19230769230769232,0.32258064516129037,21.0,5.0,26.0,0.0,0.0,0.08078314745971736,0.0,0.0,50.0,0.3373819163292884,0.23076923076923078
development,random,uniform_nested,57,80,80.0,11.0,9.0,2.0,0.9,0.34615384615384615,0.5,16.0,10.0,26.0,0.038461538461538464,0.038461538461538464,0.1819345459832837,0.0,1.0,110.0,0.7422402159244345,0.1888111888111888
development,random,uniform_nested,57,100,100.0,12.0,10.0,2.0,0.9090909090909091,0.38461538461538464,0.5405405405405405,15.0,11.0,26.0,0.038461538461538464,0.038461538461538464,0.1707410913849558,0.0,1.0,120.0,0.8097165991902922,0.19230769230769232
development,random,uniform_nested,58,5,5.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.09695786864930933,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,58,10,10.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.0,0.0,0.08797191243286683,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,58,20,20.0,4.0,3.0,1.0,0.75,0.11538461538461539,0.19999999999999998,22.0,4.0,26.0,0.0,0.0,0.08797191243286683,0.0,1.0,40.0,0.26990553306343074,0.1730769230769231
development,random,uniform_nested,58,50,50.0,7.0,5.0,2.0,0.8333333333333334,0.19230769230769232,0.3125,20.0,6.0,26.0,0.0,0.0,0.10556629491944929,0.0,1.0,70.0,0.4723346828610038,0.16483516483516483
development,random,uniform_nested,58,80,80.0,9.0,7.0,2.0,0.875,0.2692307692307692,0.411764705882353,18.0,8.0,26.0,0.0,0.0,0.08540449637103262,0.0,1.0,90.0,0.6072874493927192,0.1794871794871795
development,random,uniform_nested,58,100,100.0,10.0,8.0,2.0,0.8888888888888888,0.3076923076923077,0.4571428571428572,17.0,9.0,26.0,0.0,0.0,0.0834789343246541,0.0,1.0,100.0,0.6747638326585768,0.18461538461538463
development,random,uniform_nested,59,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,59,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,59,20,20.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.06999999999999318,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,59,50,50.0,6.0,6.0,0.0,1.0,0.23076923076923078,0.375,20.0,6.0,26.0,0.0,0.0,0.07898595621643947,0.0,0.0,60.0,0.4048582995951461,0.23076923076923078
development,random,uniform_nested,59,80,80.0,11.0,8.0,3.0,0.8,0.3076923076923077,0.4444444444444444,16.0,10.0,26.0,0.038461538461538464,0.038461538461538464,0.13486446716232905,0.0,2.0,110.0,0.7422402159244345,0.16783216783216784
development,random,uniform_nested,59,100,100.0,12.0,9.0,3.0,0.8181818181818182,0.34615384615384615,0.4864864864864865,15.0,11.0,26.0,0.038461538461538464,0.038461538461538464,0.12765730414429047,0.0,2.0,120.0,0.8097165991902922,0.17307692307692307
development,random,uniform_nested,60,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.038461538461538464,0.038461538461538464,0.9345794392523523,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,60,10,10.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.07692307692307693,0.07692307692307693,0.6643582052677804,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,60,20,20.0,4.0,4.0,0.0,1.0,0.15384615384615385,0.2666666666666667,22.0,4.0,26.0,0.07692307692307693,0.07692307692307693,0.5070186539508359,0.0,0.0,40.0,0.26990553306343074,0.23076923076923078
development,random,uniform_nested,60,50,50.0,5.0,5.0,0.0,1.0,0.19230769230769232,0.32258064516129037,21.0,5.0,26.0,0.07692307692307693,0.07692307692307693,0.4196149231606651,0.0,0.0,50.0,0.3373819163292884,0.23076923076923078
development,random,uniform_nested,60,80,80.0,6.0,5.0,1.0,0.8333333333333334,0.19230769230769232,0.3125,20.0,6.0,26.0,0.07692307692307693,0.07692307692307693,0.4196149231606651,0.0,1.0,60.0,0.4048582995951461,0.19230769230769232
development,random,uniform_nested,60,100,100.0,8.0,7.0,1.0,0.875,0.2692307692307692,0.411764705882353,18.0,8.0,26.0,0.07692307692307693,0.07692307692307693,0.3147249451147601,0.0,1.0,80.0,0.5398110661268615,0.20192307692307693
development,random,uniform_nested,61,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,61,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,61,20,20.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.06999999999999318,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,61,50,50.0,5.0,5.0,0.0,1.0,0.19230769230769232,0.32258064516129037,21.0,5.0,26.0,0.0,0.0,0.06299999999999273,0.0,0.0,50.0,0.3373819163292884,0.23076923076923078
development,random,uniform_nested,61,80,80.0,8.0,8.0,0.0,1.0,0.3076923076923077,0.47058823529411764,18.0,8.0,26.0,0.0,0.0,0.061249999999992616,0.0,0.0,80.0,0.5398110661268615,0.23076923076923078
development,random,uniform_nested,61,100,100.0,9.0,9.0,0.0,1.0,0.34615384615384615,0.5142857142857142,17.0,9.0,26.0,0.0,0.0,0.06821285969984198,0.0,0.0,90.0,0.6072874493927192,0.23076923076923075
development,random,uniform_nested,62,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.12391573729863686,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,62,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.12391573729863686,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,62,20,20.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.12391573729863686,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,62,50,50.0,6.0,6.0,0.0,1.0,0.23076923076923078,0.375,20.0,6.0,26.0,0.0,0.0,0.07315262288310008,0.0,0.0,60.0,0.4048582995951461,0.23076923076923078
development,random,uniform_nested,62,80,80.0,7.0,7.0,0.0,1.0,0.2692307692307692,0.42424242424242425,19.0,7.0,26.0,0.0,0.0,0.07270224818551176,0.0,0.0,70.0,0.4723346828610038,0.23076923076923075
development,random,uniform_nested,62,100,100.0,10.0,9.0,1.0,0.9,0.34615384615384615,0.5,16.0,10.0,26.0,0.0,0.0,0.07210174858873175,0.0,1.0,100.0,0.6747638326585768,0.20769230769230768
development,random,uniform_nested,63,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,63,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.07000000000000454,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,63,20,20.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.06999999999999318,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,63,50,50.0,6.0,5.0,1.0,0.8333333333333334,0.19230769230769232,0.3125,20.0,6.0,26.0,0.038461538461538464,0.038461538461538464,0.2536990353101875,0.0,1.0,60.0,0.4048582995951461,0.19230769230769232
development,random,uniform_nested,63,80,80.0,10.0,9.0,1.0,0.9,0.34615384615384615,0.5,16.0,10.0,26.0,0.038461538461538464,0.038461538461538464,0.1681661307278818,0.0,1.0,100.0,0.6747638326585768,0.20769230769230768
development,random,uniform_nested,63,100,100.0,14.0,12.0,2.0,0.8571428571428571,0.46153846153846156,0.6,12.0,14.0,26.0,0.038461538461538464,0.038461538461538464,0.1436245980459087,0.0,2.0,140.0,0.9446693657220075,0.1978021978021978
development,random,uniform_nested,64,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,64,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,64,20,20.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.0,0.0,0.049259259259254874,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,64,50,50.0,6.0,6.0,0.0,1.0,0.23076923076923078,0.375,20.0,6.0,26.0,0.0,0.0,0.05379629629629126,0.0,0.0,60.0,0.4048582995951461,0.23076923076923078
development,random,uniform_nested,64,80,80.0,10.0,9.0,1.0,0.9,0.34615384615384615,0.5,16.0,10.0,26.0,0.0,0.0,0.064323970810956,0.0,1.0,100.0,0.6747638326585768,0.20769230769230768
development,random,uniform_nested,64,100,100.0,13.0,10.0,3.0,0.8333333333333334,0.38461538461538464,0.5263157894736842,14.0,12.0,26.0,0.07692307692307693,0.07692307692307693,0.20134951765509562,0.0,2.0,130.0,0.8771929824561499,0.1775147928994083
development,random,uniform_nested,65,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,65,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,65,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,65,50,50.0,5.0,4.0,1.0,1.0,0.15384615384615385,0.2666666666666667,22.0,4.0,26.0,0.0,0.0,0.09695786864931218,0.0,0.0,50.0,0.3373819163292884,0.18461538461538463
development,random,uniform_nested,65,80,80.0,13.0,9.0,4.0,0.8181818181818182,0.34615384615384615,0.4864864864864865,15.0,11.0,26.0,0.038461538461538464,0.038461538461538464,0.13753683051080037,0.0,2.0,130.0,0.8771929824561499,0.15976331360946747
development,random,uniform_nested,65,100,100.0,14.0,10.0,4.0,0.8333333333333334,0.38461538461538464,0.5263157894736842,14.0,12.0,26.0,0.038461538461538464,0.038461538461538464,0.12728314745971944,0.0,2.0,140.0,0.9446693657220075,0.16483516483516483
development,random,uniform_nested,66,5,5.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.038461538461538464,0.038461538461538464,0.5022897196261571,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,66,10,10.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.038461538461538464,0.038461538461538464,0.5022897196261571,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,66,20,20.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.038461538461538464,0.038461538461538464,0.34652647975077217,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,66,50,50.0,7.0,7.0,0.0,1.0,0.2692307692307692,0.42424242424242425,19.0,7.0,26.0,0.038461538461538464,0.038461538461538464,0.1962135966501349,0.0,0.0,70.0,0.4723346828610038,0.23076923076923075
development,random,uniform_nested,66,80,80.0,11.0,10.0,1.0,0.9090909090909091,0.38461538461538464,0.5405405405405405,15.0,11.0,26.0,0.038461538461538464,0.038461538461538464,0.15834951765509125,0.0,1.0,110.0,0.7422402159244345,0.20979020979020982
development,random,uniform_nested,66,100,100.0,15.0,13.0,2.0,0.8666666666666667,0.5,0.6341463414634146,11.0,15.0,26.0,0.038461538461538464,0.038461538461538464,0.13796116742699038,0.0,2.0,150.0,1.0121457489878651,0.2
development,random,uniform_nested,67,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,67,10,10.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.07945786864931957,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,67,20,20.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.0,0.0,0.06463857909954335,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,67,50,50.0,7.0,5.0,2.0,0.8333333333333334,0.19230769230769232,0.3125,20.0,6.0,26.0,0.038461538461538464,0.038461538461538464,0.16678314745972783,0.0,1.0,70.0,0.4723346828610038,0.16483516483516483
development,random,uniform_nested,67,80,80.0,10.0,6.0,4.0,0.75,0.23076923076923078,0.3529411764705882,18.0,8.0,26.0,0.038461538461538464,0.038461538461538464,0.17130524576620962,0.0,2.0,100.0,0.6747638326585768,0.13846153846153847
development,random,uniform_nested,67,100,100.0,14.0,8.0,6.0,0.8888888888888888,0.3076923076923077,0.4571428571428572,17.0,9.0,26.0,0.07692307692307693,0.038461538461538464,0.1614684014869823,0.0,1.0,140.0,0.9446693657220075,0.13186813186813187
development,random,uniform_nested,68,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,68,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.038461538461538464,0.038461538461538464,0.9345794392523324,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,68,20,20.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.038461538461538464,0.038461538461538464,0.9345794392523324,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,68,50,50.0,5.0,4.0,1.0,0.8,0.15384615384615385,0.25806451612903225,21.0,5.0,26.0,0.038461538461538464,0.038461538461538464,0.29962379413773327,0.0,1.0,50.0,0.3373819163292884,0.18461538461538463
development,random,uniform_nested,68,80,80.0,12.0,9.0,3.0,0.8181818181818182,0.34615384615384615,0.4864864864864865,15.0,11.0,26.0,0.07692307692307693,0.07692307692307693,0.22372168628343422,0.0,2.0,120.0,0.8097165991902922,0.17307692307692307
development,random,uniform_nested,68,100,100.0,13.0,10.0,3.0,0.8333333333333334,0.38461538461538464,0.5263157894736842,14.0,12.0,26.0,0.07692307692307693,0.07692307692307693,0.20834951765508897,0.0,2.0,130.0,0.8771929824561499,0.1775147928994083
development,random,uniform_nested,69,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,69,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,69,20,20.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.05249999999998636,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,69,50,50.0,6.0,5.0,1.0,1.0,0.19230769230769232,0.32258064516129037,21.0,5.0,26.0,0.07692307692307693,0.07692307692307693,0.3289158878504663,0.0,0.0,60.0,0.4048582995951461,0.19230769230769232
development,random,uniform_nested,69,80,80.0,13.0,12.0,1.0,1.0,0.46153846153846156,0.631578947368421,14.0,12.0,26.0,0.11538461538461539,0.11538461538461539,0.24701323987538412,0.0,0.0,130.0,0.8771929824561499,0.21301775147928997
development,random,uniform_nested,69,100,100.0,14.0,13.0,1.0,1.0,0.5,0.6666666666666666,13.0,13.0,26.0,0.11538461538461539,0.11538461538461539,0.23339683680804546,0.0,0.0,140.0,0.9446693657220075,0.21428571428571427
development,random,uniform_nested,70,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.12391573729863686,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,70,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.12391573729863686,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,70,20,20.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.038461538461538464,0.038461538461538464,0.3761650588503313,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,70,50,50.0,8.0,7.0,1.0,1.0,0.2692307692307692,0.42424242424242425,19.0,7.0,26.0,0.07692307692307693,0.07692307692307693,0.342427193300282,0.0,0.0,80.0,0.5398110661268615,0.20192307692307693
development,random,uniform_nested,70,80,80.0,11.0,9.0,2.0,1.0,0.34615384615384615,0.5142857142857142,17.0,9.0,26.0,0.07692307692307693,0.07692307692307693,0.23360121264995767,0.0,0.0,110.0,0.7422402159244345,0.1888111888111888
development,random,uniform_nested,70,100,100.0,12.0,10.0,2.0,1.0,0.38461538461538464,0.5555555555555556,16.0,10.0,26.0,0.07692307692307693,0.07692307692307693,0.21724109138496006,0.0,0.0,120.0,0.8097165991902922,0.19230769230769232
development,random,uniform_nested,71,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,71,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.12391573729863686,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,71,20,20.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.0,0.0,0.0879719124328744,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,71,50,50.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.0,0.0,0.0879719124328744,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
