method,budget,trial,oracle_calls,seed_calls,boundary_calls,split_calls,recall,precision,num_pred_clips
expbin_proxy_q0.1_r2,1200,149,1200,841,321,38,0.05555555555555555,0.15384615384615385,13
expbin_proxy_q0.1_r3,1200,149,1200,835,321,44,0.05555555555555555,0.15384615384615385,13
expbin_proxy_q0.2_r1,1200,149,1200,821,358,21,0.1111111111111111,0.16666666666666666,12
expbin_proxy_q0.2_r2,1200,149,1200,816,358,26,0.1111111111111111,0.16666666666666666,12
expbin_proxy_q0.2_r3,1200,149,1200,809,358,33,0.1111111111111111,0.16666666666666666,12
expbin_proxy_q0.3_r1,1200,149,1200,741,387,72,0.05555555555555555,0.07692307692307693,13
expbin_proxy_q0.3_r2,1200,149,1200,717,385,98,0.05555555555555555,0.07692307692307693,13
expbin_proxy_q0.3_r3,1200,149,1200,698,384,118,0.05555555555555555,0.07692307692307693,13
frame_stitch,1200,150,1200,0,0,0,0.2777777777777778,0.078125,64
expbin_dense_split,1200,150,1202,6,66,1130,0.7222222222222222,1.0,13
expbin_proxy_q0.1_r1,1200,150,1200,1001,176,23,0.05555555555555555,0.25,8
expbin_proxy_q0.1_r2,1200,150,1200,986,185,29,0.05555555555555555,0.25,8
expbin_proxy_q0.1_r3,1200,150,1200,983,185,32,0.05555555555555555,0.25,8
expbin_proxy_q0.2_r1,1200,150,1201,871,298,32,0.05555555555555555,0.09090909090909091,11
expbin_proxy_q0.2_r2,1200,150,1200,878,281,41,0.05555555555555555,0.09090909090909091,11
expbin_proxy_q0.2_r3,1200,150,1200,877,277,46,0.05555555555555555,0.1,10
expbin_proxy_q0.3_r1,1200,150,1200,882,222,96,0.05555555555555555,0.16666666666666666,12
expbin_proxy_q0.3_r2,1200,150,1200,873,206,121,0.05555555555555555,0.16666666666666666,12
expbin_proxy_q0.3_r3,1200,150,1200,853,206,141,0.05555555555555555,0.16666666666666666,12
frame_stitch,1200,151,1200,0,0,0,0.4444444444444444,0.125,64
expbin_dense_split,1200,151,1202,4,66,1132,0.7777777777777778,1.0,14
expbin_proxy_q0.1_r1,1200,151,1200,950,235,15,0.1111111111111111,0.3333333333333333,9
expbin_proxy_q0.1_r2,1200,151,1200,946,235,19,0.1111111111111111,0.3333333333333333,9
expbin_proxy_q0.1_r3,1200,151,1200,942,235,23,0.1111111111111111,0.3333333333333333,9
expbin_proxy_q0.2_r1,1200,151,1200,916,215,69,0.1111111111111111,0.375,8
expbin_proxy_q0.2_r2,1200,151,1200,906,215,79,0.1111111111111111,0.375,8
expbin_proxy_q0.2_r3,1200,151,1200,896,215,89,0.1111111111111111,0.375,8
expbin_proxy_q0.3_r1,1200,151,1200,924,180,96,0.05555555555555555,0.2,10
expbin_proxy_q0.3_r2,1200,151,1200,910,167,123,0.05555555555555555,0.2222222222222222,9
expbin_proxy_q0.3_r3,1200,151,1200,891,166,143,0.05555555555555555,0.2222222222222222,9
frame_stitch,1200,152,1200,0,0,0,0.3333333333333333,0.09230769230769231,65
expbin_dense_split,1200,152,1202,9,78,1115,0.7222222222222222,1.0,13
expbin_proxy_q0.1_r1,1200,152,1200,868,320,12,0.1111111111111111,0.21428571428571427,14
expbin_proxy_q0.1_r2,1200,152,1200,864,319,17,0.1111111111111111,0.21428571428571427,14
expbin_proxy_q0.1_r3,1200,152,1200,829,349,22,0.1111111111111111,0.16666666666666666,12
expbin_proxy_q0.2_r1,1200,152,1201,762,407,32,0.1111111111111111,0.17647058823529413,17
expbin_proxy_q0.2_r2,1200,152,1200,792,360,48,0.1111111111111111,0.2,10
expbin_proxy_q0.2_r3,1200,152,1200,784,360,56,0.1111111111111111,0.2,10
expbin_proxy_q0.3_r1,1200,152,1200,748,374,78,0.1111111111111111,0.13333333333333333,15
expbin_proxy_q0.3_r2,1200,152,1200,724,372,104,0.1111111111111111,0.13333333333333333,15
expbin_proxy_q0.3_r3,1200,152,1200,704,372,124,0.1111111111111111,0.13333333333333333,15
frame_stitch,1200,153,1200,0,0,0,0.3888888888888889,0.10606060606060606,66
expbin_dense_split,1200,153,1202,14,83,1105,0.6666666666666666,1.0,12
expbin_proxy_q0.1_r1,1200,153,1200,823,347,30,0.1111111111111111,0.15384615384615385,13
expbin_proxy_q0.1_r2,1200,153,1200,806,355,39,0.1111111111111111,0.14285714285714285,14
expbin_proxy_q0.1_r3,1200,153,1200,995,161,44,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.2_r1,1200,153,1200,821,309,70,0.1111111111111111,0.16666666666666666,12
expbin_proxy_q0.2_r2,1200,153,1200,820,296,84,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.2_r3,1200,153,1200,756,352,92,0.16666666666666666,0.23076923076923078,13
expbin_proxy_q0.3_r1,1200,153,1200,745,334,121,0.1111111111111111,0.15384615384615385,13
expbin_proxy_q0.3_r2,1200,153,1200,709,342,149,0.1111111111111111,0.13333333333333333,15
expbin_proxy_q0.3_r3,1200,153,1202,700,332,170,0.1111111111111111,0.13333333333333333,15
frame_stitch,1200,154,1200,0,0,0,0.4444444444444444,0.12121212121212122,66
expbin_dense_split,1200,154,1202,2,34,1166,0.2777777777777778,1.0,5
expbin_proxy_q0.1_r1,1200,154,1200,1016,152,32,0.1111111111111111,0.42857142857142855,7
expbin_proxy_q0.1_r2,1200,154,1200,1030,129,41,0.05555555555555555,0.2,5
expbin_proxy_q0.1_r3,1200,154,1200,1047,105,48,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.2_r1,1200,154,1200,959,161,80,0.1111111111111111,0.3333333333333333,12
expbin_proxy_q0.2_r2,1200,154,1200,990,114,96,0.1111111111111111,0.3333333333333333,6
expbin_proxy_q0.2_r3,1200,154,1200,971,121,108,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.3_r1,1200,154,1200,906,156,138,0.1111111111111111,0.3333333333333333,6
expbin_proxy_q0.3_r2,1200,154,1200,927,103,170,0.1111111111111111,0.2857142857142857,7
expbin_proxy_q0.3_r3,1200,154,1200,904,103,193,0.1111111111111111,0.2857142857142857,7
frame_stitch,1200,155,1200,0,0,0,0.2777777777777778,0.09090909090909091,55
expbin_dense_split,1200,155,1202,46,139,1017,0.7777777777777778,1.0,17
expbin_proxy_q0.1_r1,1200,155,1200,720,450,30,0.1111111111111111,0.2608695652173913,23
expbin_proxy_q0.1_r2,1200,155,1200,808,354,38,0.1111111111111111,0.26666666666666666,15
expbin_proxy_q0.1_r3,1200,155,1200,827,329,44,0.16666666666666666,0.2777777777777778,18
expbin_proxy_q0.2_r1,1200,155,1200,753,370,77,0.1111111111111111,0.2857142857142857,14
expbin_proxy_q0.2_r2,1200,155,1200,730,378,92,0.16666666666666666,0.2,15
expbin_proxy_q0.2_r3,1200,155,1200,737,360,103,0.1111111111111111,0.15384615384615385,13
expbin_proxy_q0.3_r1,1200,155,1200,749,318,133,0.16666666666666666,0.26666666666666666,15
expbin_proxy_q0.3_r2,1200,155,1202,713,327,162,0.16666666666666666,0.26666666666666666,15
expbin_proxy_q0.3_r3,1200,155,1200,667,348,185,0.2222222222222222,0.25,16
frame_stitch,1200,156,1200,0,0,0,0.3333333333333333,0.08571428571428572,70
expbin_dense_split,1200,156,1202,2,70,1130,0.6111111111111112,1.0,11
expbin_proxy_q0.1_r1,1200,156,1200,1013,184,3,0.05555555555555555,0.2,5
expbin_proxy_q0.1_r2,1200,156,1200,1013,182,5,0.05555555555555555,0.2,5
expbin_proxy_q0.1_r3,1200,156,1200,1011,182,7,0.05555555555555555,0.2,5
expbin_proxy_q0.2_r1,1200,156,1200,1012,161,27,0.05555555555555555,0.2,5
expbin_proxy_q0.2_r2,1200,156,1200,1005,160,35,0.05555555555555555,0.2,5
expbin_proxy_q0.2_r3,1200,156,1200,998,160,42,0.05555555555555555,0.2,5
expbin_proxy_q0.3_r1,1200,156,1201,964,170,67,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.3_r2,1200,156,1200,948,159,93,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.3_r3,1200,156,1200,928,159,113,0.05555555555555555,0.16666666666666666,6
frame_stitch,1200,157,1200,0,0,0,0.2777777777777778,0.08064516129032258,62
expbin_dense_split,1200,157,1202,14,72,1116,0.7222222222222222,1.0,13
expbin_proxy_q0.1_r1,1200,157,1200,852,319,29,0.05555555555555555,0.07692307692307693,13
expbin_proxy_q0.1_r2,1200,157,1200,797,367,36,0.1111111111111111,0.21428571428571427,14
expbin_proxy_q0.1_r3,1200,157,1200,838,321,41,0.05555555555555555,0.07142857142857142,14
expbin_proxy_q0.2_r1,1200,157,1200,747,384,69,0.1111111111111111,0.25,16
expbin_proxy_q0.2_r2,1200,157,1200,831,290,79,0.05555555555555555,0.1,10
expbin_proxy_q0.2_r3,1200,157,1200,855,259,86,0.05555555555555555,0.125,8
expbin_proxy_q0.3_r1,1200,157,1200,774,308,118,0.1111111111111111,0.2,10
expbin_proxy_q0.3_r2,1200,157,1202,760,300,142,0.05555555555555555,0.09090909090909091,11
expbin_proxy_q0.3_r3,1200,157,1202,759,283,160,0.05555555555555555,0.1,10
frame_stitch,1200,158,1200,0,0,0,0.2222222222222222,0.07017543859649122,57
expbin_dense_split,1200,158,1202,4,58,1140,0.6666666666666666,1.0,12
expbin_proxy_q0.1_r1,1200,158,1200,882,314,4,0.1111111111111111,0.16666666666666666,12
expbin_proxy_q0.1_r2,1200,158,1200,883,311,6,0.1111111111111111,0.16666666666666666,12
expbin_proxy_q0.1_r3,1200,158,1200,881,311,8,0.1111111111111111,0.16666666666666666,12
expbin_proxy_q0.2_r1,1200,158,1202,846,330,26,0.1111111111111111,0.16666666666666666,12
expbin_proxy_q0.2_r2,1200,158,1202,840,330,32,0.1111111111111111,0.16666666666666666,12
expbin_proxy_q0.2_r3,1200,158,1202,833,330,39,0.1111111111111111,0.16666666666666666,12
expbin_proxy_q0.3_r1,1200,158,1200,781,345,74,0.1111111111111111,0.15384615384615385,13
expbin_proxy_q0.3_r2,1200,158,1200,755,345,100,0.1111111111111111,0.15384615384615385,13
expbin_proxy_q0.3_r3,1200,158,1200,735,345,120,0.1111111111111111,0.15384615384615385,13
frame_stitch,1200,159,1200,0,0,0,0.2222222222222222,0.06153846153846154,65
expbin_dense_split,1200,159,1202,3,54,1145,0.3888888888888889,1.0,9
expbin_proxy_q0.1_r1,1200,159,1200,783,405,12,0.1111111111111111,0.125,16
expbin_proxy_q0.1_r2,1200,159,1200,781,404,15,0.1111111111111111,0.125,16
expbin_proxy_q0.1_r3,1200,159,1200,887,294,19,0.05555555555555555,0.09090909090909091,11
expbin_proxy_q0.2_r1,1200,159,1201,773,386,42,0.1111111111111111,0.3076923076923077,13
expbin_proxy_q0.2_r2,1200,159,1200,853,288,59,0.05555555555555555,0.1111111111111111,9
expbin_proxy_q0.2_r3,1200,159,1200,846,288,66,0.05555555555555555,0.1111111111111111,9
expbin_proxy_q0.3_r1,1200,159,1200,820,295,85,0.05555555555555555,0.1111111111111111,9
expbin_proxy_q0.3_r2,1200,159,1200,794,295,111,0.05555555555555555,0.1111111111111111,9
expbin_proxy_q0.3_r3,1200,159,1200,779,292,129,0.05555555555555555,0.1111111111111111,9
frame_stitch,1200,160,1200,0,0,0,0.16666666666666666,0.04918032786885246,61
expbin_dense_split,1200,160,1202,3,43,1156,0.3888888888888889,1.0,7
expbin_proxy_q0.1_r1,1200,160,1200,968,222,10,0.05555555555555555,0.3,10
expbin_proxy_q0.1_r2,1200,160,1200,964,221,15,0.05555555555555555,0.3,10
expbin_proxy_q0.1_r3,1200,160,1200,988,199,13,0.05555555555555555,0.2857142857142857,7
expbin_proxy_q0.2_r1,1200,160,1200,946,198,56,0.05555555555555555,0.25,12
expbin_proxy_q0.2_r2,1200,160,1200,968,202,30,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.2_r3,1200,160,1200,965,202,33,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.3_r1,1200,160,1200,934,186,80,0.1111111111111111,0.25,8
expbin_proxy_q0.3_r2,1200,160,1200,920,180,100,0.05555555555555555,0.125,8
expbin_proxy_q0.3_r3,1200,160,1200,884,191,125,0.05555555555555555,0.2,10
frame_stitch,1200,161,1200,0,0,0,0.2222222222222222,0.06451612903225806,62
expbin_dense_split,1200,161,1202,13,92,1097,0.7222222222222222,1.0,15
expbin_proxy_q0.1_r1,1200,161,1202,732,418,52,0.16666666666666666,0.30434782608695654,23
expbin_proxy_q0.1_r2,1200,161,1200,766,405,29,0.16666666666666666,0.3,20
expbin_proxy_q0.1_r3,1200,161,1200,703,419,78,0.1111111111111111,0.21052631578947367,19
expbin_proxy_q0.2_r1,1200,161,1200,703,459,38,0.16666666666666666,0.2,25
expbin_proxy_q0.2_r2,1200,161,1200,745,423,32,0.1111111111111111,0.25,16
expbin_proxy_q0.2_r3,1200,161,1200,742,423,35,0.1111111111111111,0.25,16
expbin_proxy_q0.3_r1,1200,161,1200,694,376,130,0.1111111111111111,0.13333333333333333,15
expbin_proxy_q0.3_r2,1200,161,1201,702,343,156,0.1111111111111111,0.16666666666666666,12
expbin_proxy_q0.3_r3,1200,161,1200,670,354,176,0.1111111111111111,0.15384615384615385,13
frame_stitch,1200,162,1200,0,0,0,0.3888888888888889,0.11864406779661017,59
expbin_dense_split,1200,162,1202,15,93,1094,0.7222222222222222,0.9375,16
expbin_proxy_q0.1_r1,1200,162,1200,790,381,29,0.1111111111111111,0.15384615384615385,13
expbin_proxy_q0.1_r2,1200,162,1200,776,388,36,0.1111111111111111,0.13333333333333333,15
expbin_proxy_q0.1_r3,1200,162,1200,836,323,41,0.05555555555555555,0.09090909090909091,11
expbin_proxy_q0.2_r1,1200,162,1200,760,376,64,0.1111111111111111,0.1875,16
expbin_proxy_q0.2_r2,1200,162,1200,798,329,73,0.05555555555555555,0.07692307692307693,13
expbin_proxy_q0.2_r3,1200,162,1200,804,316,80,0.05555555555555555,0.1,10
expbin_proxy_q0.3_r1,1200,162,1201,750,337,114,0.05555555555555555,0.07142857142857142,14
expbin_proxy_q0.3_r2,1200,162,1200,748,313,139,0.05555555555555555,0.08333333333333333,12
expbin_proxy_q0.3_r3,1200,162,1200,736,308,156,0.05555555555555555,0.08333333333333333,12
frame_stitch,1200,163,1200,0,0,0,0.05555555555555555,0.01639344262295082,61
expbin_dense_split,1200,163,1202,17,82,1103,0.6111111111111112,1.0,13
expbin_proxy_q0.1_r1,1200,163,1200,976,209,15,0.05555555555555555,0.2,10
expbin_proxy_q0.1_r2,1200,163,1200,972,208,20,0.05555555555555555,0.2,10
expbin_proxy_q0.1_r3,1200,163,1200,982,180,38,0.05555555555555555,0.2222222222222222,9
expbin_proxy_q0.2_r1,1200,163,1200,947,191,62,0.05555555555555555,0.3333333333333333,6
expbin_proxy_q0.2_r2,1200,163,1200,973,172,55,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.2_r3,1200,163,1202,970,170,62,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.3_r1,1200,163,1200,915,190,95,0.05555555555555555,0.2222222222222222,9
expbin_proxy_q0.3_r2,1200,163,1200,892,189,119,0.05555555555555555,0.2222222222222222,9
expbin_proxy_q0.3_r3,1200,163,1200,871,189,140,0.05555555555555555,0.2222222222222222,9
frame_stitch,1200,164,1200,0,0,0,0.2777777777777778,0.07575757575757576,66
expbin_dense_split,1200,164,1202,14,68,1120,0.7222222222222222,1.0,13
expbin_proxy_q0.1_r1,1200,164,1200,848,322,30,0.05555555555555555,0.15384615384615385,13
expbin_proxy_q0.1_r2,1200,164,1202,857,307,38,0.05555555555555555,0.09090909090909091,11
expbin_proxy_q0.1_r3,1200,164,1200,851,305,44,0.05555555555555555,0.09090909090909091,11
expbin_proxy_q0.2_r1,1200,164,1202,836,299,67,0.05555555555555555,0.07692307692307693,13
expbin_proxy_q0.2_r2,1200,164,1200,821,301,78,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.2_r3,1200,164,1202,822,294,86,0.05555555555555555,0.09090909090909091,11
expbin_proxy_q0.3_r1,1200,164,1202,756,328,118,0.1111111111111111,0.18181818181818182,11
expbin_proxy_q0.3_r2,1200,164,1200,706,350,144,0.1111111111111111,0.15384615384615385,13
expbin_proxy_q0.3_r3,1200,164,1200,689,347,164,0.1111111111111111,0.15384615384615385,13
frame_stitch,1200,165,1200,0,0,0,0.3333333333333333,0.0967741935483871,62
expbin_dense_split,1200,165,1202,10,52,1140,0.6111111111111112,1.0,11
expbin_proxy_q0.1_r1,1200,165,1200,869,298,33,0.05555555555555555,0.08333333333333333,12
expbin_proxy_q0.1_r2,1200,165,1200,883,274,43,0.05555555555555555,0.09090909090909091,11
expbin_proxy_q0.1_r3,1200,165,1200,900,251,49,0.1111111111111111,0.2,10
expbin_proxy_q0.2_r1,1200,165,1200,835,286,79,0.1111111111111111,0.3,10
expbin_proxy_q0.2_r2,1200,165,1200,818,287,95,0.1111111111111111,0.2,10
expbin_proxy_q0.2_r3,1200,165,1200,806,285,109,0.05555555555555555,0.1111111111111111,9
expbin_proxy_q0.3_r1,1200,165,1200,823,239,138,0.1111111111111111,0.2,10
expbin_proxy_q0.3_r2,1200,165,1200,778,254,168,0.1111111111111111,0.2,10
expbin_proxy_q0.3_r3,1200,165,1200,765,242,193,0.05555555555555555,0.14285714285714285,7
frame_stitch,1200,166,1200,0,0,0,0.2777777777777778,0.06666666666666667,75
expbin_dense_split,1200,166,1202,8,64,1130,0.7222222222222222,1.0,13
expbin_proxy_q0.1_r1,1200,166,1200,907,263,30,0.1111111111111111,0.2727272727272727,11
expbin_proxy_q0.1_r2,1200,166,1200,900,262,38,0.1111111111111111,0.2,10
expbin_proxy_q0.1_r3,1200,166,1201,835,321,45,0.1111111111111111,0.14285714285714285,14
expbin_proxy_q0.2_r1,1200,166,1200,788,337,75,0.1111111111111111,0.1875,16
expbin_proxy_q0.2_r2,1200,166,1200,749,369,82,0.1111111111111111,0.14285714285714285,14
expbin_proxy_q0.2_r3,1200,166,1200,799,310,91,0.1111111111111111,0.16666666666666666,12
expbin_proxy_q0.3_r1,1200,166,1200,804,276,120,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.3_r2,1200,166,1202,769,285,148,0.1111111111111111,0.18181818181818182,11
expbin_proxy_q0.3_r3,1200,166,1202,749,285,168,0.1111111111111111,0.18181818181818182,11
frame_stitch,1200,167,1200,0,0,0,0.2777777777777778,0.08771929824561403,57
expbin_dense_split,1200,167,1202,4,62,1136,0.7222222222222222,0.9285714285714286,14
expbin_proxy_q0.1_r1,1200,167,1200,820,367,13,0.1111111111111111,0.2727272727272727,11
expbin_proxy_q0.1_r2,1200,167,1200,817,366,17,0.1111111111111111,0.2727272727272727,11
expbin_proxy_q0.1_r3,1200,167,1200,823,344,33,0.1111111111111111,0.21428571428571427,14
expbin_proxy_q0.2_r1,1200,167,1200,790,365,45,0.1111111111111111,0.21428571428571427,14
expbin_proxy_q0.2_r2,1200,167,1200,781,337,82,0.1111111111111111,0.23076923076923078,13
expbin_proxy_q0.2_r3,1200,167,1200,779,329,92,0.1111111111111111,0.25,12
expbin_proxy_q0.3_r1,1200,167,1200,723,368,109,0.1111111111111111,0.125,16
expbin_proxy_q0.3_r2,1200,167,1200,714,351,135,0.1111111111111111,0.125,16
expbin_proxy_q0.3_r3,1200,167,1200,698,349,153,0.1111111111111111,0.125,16
frame_stitch,1200,168,1200,0,0,0,0.3333333333333333,0.1016949152542373,59
expbin_dense_split,1200,168,1202,9,123,1070,0.7222222222222222,0.9583333333333334,24
expbin_proxy_q0.1_r1,1200,168,1200,882,291,27,0.05555555555555555,0.1,10
expbin_proxy_q0.1_r2,1200,168,1200,865,301,34,0.05555555555555555,0.09090909090909091,11
expbin_proxy_q0.1_r3,1200,168,1200,861,299,40,0.05555555555555555,0.1,10
expbin_proxy_q0.2_r1,1200,168,1200,824,312,64,0.05555555555555555,0.09090909090909091,11
expbin_proxy_q0.2_r2,1200,168,1200,821,305,74,0.05555555555555555,0.09090909090909091,11
expbin_proxy_q0.2_r3,1200,168,1200,812,306,82,0.05555555555555555,0.1,10
expbin_proxy_q0.3_r1,1200,168,1200,777,313,110,0.05555555555555555,0.13333333333333333,15
expbin_proxy_q0.3_r2,1200,168,1200,760,303,137,0.05555555555555555,0.08333333333333333,12
expbin_proxy_q0.3_r3,1200,168,1200,743,302,155,0.05555555555555555,0.08333333333333333,12
frame_stitch,1200,169,1200,0,0,0,0.3333333333333333,0.10909090909090909,55
expbin_dense_split,1200,169,1202,12,88,1102,0.6666666666666666,0.9230769230769231,13
expbin_proxy_q0.1_r1,1200,169,1200,920,248,32,0.05555555555555555,0.2,10
expbin_proxy_q0.1_r2,1200,169,1200,825,334,41,0.05555555555555555,0.18181818181818182,11
expbin_proxy_q0.1_r3,1200,169,1200,826,326,48,0.1111111111111111,0.21428571428571427,14
expbin_proxy_q0.2_r1,1200,169,1200,843,276,81,0.05555555555555555,0.18181818181818182,11
expbin_proxy_q0.2_r2,1200,169,1200,798,306,96,0.05555555555555555,0.15384615384615385,13
expbin_proxy_q0.2_r3,1200,169,1200,726,366,108,0.1111111111111111,0.125,16
expbin_proxy_q0.3_r1,1200,169,1200,740,323,137,0.1111111111111111,0.16666666666666666,18
expbin_proxy_q0.3_r2,1200,169,1201,774,259,168,0.05555555555555555,0.18181818181818182,11
expbin_proxy_q0.3_r3,1200,169,1201,752,259,190,0.05555555555555555,0.18181818181818182,11
frame_stitch,1200,170,1200,0,0,0,0.3333333333333333,0.1111111111111111,54
expbin_dense_split,1200,170,1202,7,66,1129,0.3888888888888889,1.0,14
expbin_proxy_q0.1_r1,1200,170,1200,790,389,21,0.1111111111111111,0.21052631578947367,19
expbin_proxy_q0.1_r2,1200,170,1200,792,380,28,0.1111111111111111,0.17647058823529413,17
expbin_proxy_q0.1_r3,1200,170,1200,799,379,22,0.1111111111111111,0.16666666666666666,12
expbin_proxy_q0.2_r1,1200,170,1200,812,330,58,0.1111111111111111,0.2,15
expbin_proxy_q0.2_r2,1200,170,1200,794,355,51,0.1111111111111111,0.14285714285714285,14
expbin_proxy_q0.2_r3,1200,170,1200,783,359,58,0.1111111111111111,0.125,16
expbin_proxy_q0.3_r1,1200,170,1200,737,366,97,0.1111111111111111,0.1875,16
expbin_proxy_q0.3_r2,1200,170,1200,733,345,122,0.1111111111111111,0.2,15
expbin_proxy_q0.3_r3,1200,170,1200,719,340,141,0.1111111111111111,0.2,15
frame_stitch,1200,171,1200,0,0,0,0.16666666666666666,0.05,60
expbin_dense_split,1200,171,1202,8,81,1113,0.7222222222222222,1.0,13
expbin_proxy_q0.1_r1,1200,171,1200,999,172,29,0.05555555555555555,0.2222222222222222,9
expbin_proxy_q0.1_r2,1200,171,1200,1039,124,37,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.1_r3,1200,171,1200,1037,119,44,0.05555555555555555,0.2,5
expbin_proxy_q0.2_r1,1200,171,1200,986,143,71,0.05555555555555555,0.4,5
expbin_proxy_q0.2_r2,1200,171,1200,1026,91,83,0.05555555555555555,0.2,5
expbin_proxy_q0.2_r3,1200,171,1200,988,120,92,0.05555555555555555,0.25,4
expbin_proxy_q0.3_r1,1200,171,1200,957,122,121,0.05555555555555555,0.2,5
expbin_proxy_q0.3_r2,1200,171,1200,951,101,148,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.3_r3,1200,171,1200,930,101,169,0.05555555555555555,0.14285714285714285,7
frame_stitch,1200,172,1200,0,0,0,0.16666666666666666,0.045454545454545456,66
expbin_dense_split,1200,172,1202,24,118,1060,0.6111111111111112,0.9375,16
expbin_proxy_q0.1_r1,1200,172,1200,854,293,53,0.05555555555555555,0.18181818181818182,11
expbin_proxy_q0.1_r2,1200,172,1200,898,267,35,0.05555555555555555,0.2222222222222222,9
expbin_proxy_q0.1_r3,1200,172,1200,810,350,40,0.1111111111111111,0.1875,16
expbin_proxy_q0.2_r1,1200,172,1200,727,405,68,0.05555555555555555,0.21052631578947367,19
expbin_proxy_q0.2_r2,1200,172,1200,794,297,109,0.05555555555555555,0.23076923076923078,13
expbin_proxy_q0.2_r3,1200,172,1200,694,358,148,0.1111111111111111,0.2222222222222222,18
expbin_proxy_q0.3_r1,1200,172,1200,776,272,152,0.1111111111111111,0.375,8
expbin_proxy_q0.3_r2,1200,172,1200,775,285,140,0.05555555555555555,0.15384615384615385,13
expbin_proxy_q0.3_r3,1200,172,1200,756,285,159,0.05555555555555555,0.15384615384615385,13
frame_stitch,1200,173,1200,0,0,0,0.3333333333333333,0.10526315789473684,57
expbin_dense_split,1200,173,1202,7,86,1109,0.6666666666666666,1.0,14
expbin_proxy_q0.1_r1,1200,173,1200,903,267,30,0.05555555555555555,0.1,10
expbin_proxy_q0.1_r2,1200,173,1200,866,296,38,0.1111111111111111,0.18181818181818182,11
expbin_proxy_q0.1_r3,1200,173,1200,893,263,44,0.05555555555555555,0.07692307692307693,13
expbin_proxy_q0.2_r1,1200,173,1200,920,170,110,0.05555555555555555,0.25,12
expbin_proxy_q0.2_r2,1200,173,1200,838,271,91,0.1111111111111111,0.25,12
expbin_proxy_q0.2_r3,1200,173,1200,17,127,1056,0.1111111111111111,0.3333333333333333,12
expbin_proxy_q0.3_r1,1200,173,1200,867,172,161,0.05555555555555555,0.21428571428571427,14
expbin_proxy_q0.3_r2,1200,173,1200,845,219,136,0.1111111111111111,0.3,10
expbin_proxy_q0.3_r3,1200,173,1200,826,219,155,0.1111111111111111,0.3,10
frame_stitch,1200,174,1200,0,0,0,0.4444444444444444,0.12121212121212122,66
expbin_dense_split,1200,174,1202,7,56,1139,0.3888888888888889,1.0,7
expbin_proxy_q0.1_r1,1200,174,1200,818,355,27,0.05555555555555555,0.17647058823529413,17
expbin_proxy_q0.1_r2,1200,174,1200,796,368,36,0.05555555555555555,0.13333333333333333,15
expbin_proxy_q0.1_r3,1200,174,1200,791,368,41,0.05555555555555555,0.07142857142857142,14
expbin_proxy_q0.2_r1,1200,174,1200,737,337,126,0.05555555555555555,0.15384615384615385,13
expbin_proxy_q0.2_r2,1200,174,1200,740,316,144,0.05555555555555555,0.08333333333333333,12
expbin_proxy_q0.2_r3,1200,174,1200,699,343,158,0.05555555555555555,0.06666666666666667,15
expbin_proxy_q0.3_r1,1200,174,1200,779,356,65,0.1111111111111111,0.14285714285714285,14
expbin_proxy_q0.3_r2,1200,174,1200,761,353,86,0.1111111111111111,0.14285714285714285,14
expbin_proxy_q0.3_r3,1200,174,1200,749,351,100,0.1111111111111111,0.14285714285714285,14
frame_stitch,1200,175,1200,0,0,0,0.2777777777777778,0.08064516129032258,62
expbin_dense_split,1200,175,1202,8,86,1108,0.7777777777777778,1.0,14
expbin_proxy_q0.1_r1,1200,175,1200,830,340,30,0.1111111111111111,0.1875,16
expbin_proxy_q0.1_r2,1200,175,1201,797,366,38,0.1111111111111111,0.3125,16
expbin_proxy_q0.1_r3,1200,175,1200,780,375,45,0.16666666666666666,0.3157894736842105,19
expbin_proxy_q0.2_r1,1200,175,1200,750,380,70,0.1111111111111111,0.2,20
expbin_proxy_q0.2_r2,1200,175,1200,722,395,83,0.2222222222222222,0.2631578947368421,19
expbin_proxy_q0.2_r3,1200,175,1200,734,375,91,0.1111111111111111,0.17647058823529413,17
expbin_proxy_q0.3_r1,1200,175,1200,749,331,120,0.1111111111111111,0.25,16
expbin_proxy_q0.3_r2,1200,175,1200,833,230,137,0.2222222222222222,0.4166666666666667,12
expbin_proxy_q0.3_r3,1200,175,1200,815,230,155,0.2222222222222222,0.4166666666666667,12
frame_stitch,1200,176,1200,0,0,0,0.2777777777777778,0.10204081632653061,49
expbin_dense_split,1200,176,1202,6,76,1120,0.3333333333333333,0.8888888888888888,9
expbin_proxy_q0.1_r1,1200,176,1200,811,384,5,0.1111111111111111,0.15384615384615385,13
